2026-07-14 11:15:21 | INFO     | root | src/logging_config.py:188 | 日志系统初始化完成，日志目录: logs
2026-07-14 11:15:21 | INFO     | root | src/logging_config.py:189 | 常规日志: logs/stock_analysis_20260714.log
2026-07-14 11:15:21 | INFO     | root | src/logging_config.py:190 | 调试日志: logs/stock_analysis_debug_20260714.log
2026-07-14 11:15:21 | INFO     | __main__ | main.py:1269 | ============================================================
2026-07-14 11:15:21 | INFO     | __main__ | main.py:1270 | A股自选股智能分析系统 启动
2026-07-14 11:15:21 | INFO     | __main__ | main.py:1271 | 运行时间: 2026-07-14 11:15:21
2026-07-14 11:15:21 | INFO     | __main__ | main.py:1272 | ============================================================
2026-07-14 11:15:28 | INFO     | src.services.stock_index_remote_service | src/services/stock_index_remote_service.py:246 | [stock-index] remote index refreshed: /home/runner/work/daily_stock_analysis/daily_stock_analysis/data/cache/stocks.index.json
2026-07-14 11:15:28 | INFO     | __main__ | main.py:516 | [stock-index] 分析前已刷新股票索引缓存: /home/runner/work/daily_stock_analysis/daily_stock_analysis/data/cache/stocks.index.json
2026-07-14 11:15:32 | INFO     | src.storage | src/storage.py:1189 | 数据库初始化完成: sqlite:////home/runner/work/daily_stock_analysis/daily_stock_analysis/data/stock_analysis.db
2026-07-14 11:15:32 | INFO     | data_provider.tushare_fetcher | data_provider/tushare_fetcher.py:169 | Tushare API 初始化成功
2026-07-14 11:15:32 | INFO     | data_provider.tushare_fetcher | data_provider/tushare_fetcher.py:200 | ✅ 检测到 TUSHARE_TOKEN 且 API 初始化成功，Tushare 数据源优先级提升为最高 (Priority -1)
2026-07-14 11:15:32 | INFO     | data_provider.base | data_provider/base.py:1232 | 已初始化 8 个数据源（按优先级）: TushareFetcher(P-1), EfinanceFetcher(P0), TencentFetcher(P0), AkshareFetcher(P1), PytdxFetcher(P2), TickFlowFetcher(P2), BaostockFetcher(P3), YfinanceFetcher(P4)
2026-07-14 11:15:32 | INFO     | src.analyzer | src/analyzer.py:2548 | Analyzer LLM: litellm initialized (model=openai/deepseek-v4-flash)
2026-07-14 11:15:32 | WARNING  | src.notification_sender.feishu_sender | src/notification_sender/feishu_sender.py:105 | 无效的 FEISHU_DOMAIN=，回退为 feishu
2026-07-14 11:15:32 | INFO     | src.notification | src/notification.py:263 | 已配置 1 个通知渠道：飞书
2026-07-14 11:15:32 | INFO     | src.search_service | src/search_service.py:2307 | 已配置 Bocha 搜索，共 1 个 API Key
2026-07-14 11:15:32 | INFO     | src.search_service | src/search_service.py:2312 | 已配置 Tavily 搜索，共 1 个 API Key
2026-07-14 11:15:32 | INFO     | src.search_service | src/search_service.py:2322 | 已配置 SerpAPI 搜索，共 1 个 API Key
2026-07-14 11:15:32 | INFO     | src.search_service | src/search_service.py:2339 | 已启用 SearXNG 公共实例自动发现模式
2026-07-14 11:15:32 | INFO     | src.search_service | src/search_service.py:2355 | 新闻时效策略已启用: profile=short, profile_days=3, NEWS_MAX_AGE_DAYS=3, effective_window=3
2026-07-14 11:15:32 | INFO     | src.core.pipeline | src/core/pipeline.py:248 | 调度器初始化完成，最大并发数: 6
2026-07-14 11:15:32 | INFO     | src.core.pipeline | src/core/pipeline.py:249 | 已启用技术分析引擎（均线/趋势/量价指标）
2026-07-14 11:15:32 | INFO     | src.core.pipeline | src/core/pipeline.py:252 | 实时行情已启用 (优先级: tickflow,tencent,akshare_sina,efinance,akshare_em)
2026-07-14 11:15:32 | INFO     | src.core.pipeline | src/core/pipeline.py:256 | 筹码分布分析已启用
2026-07-14 11:15:32 | INFO     | src.core.pipeline | src/core/pipeline.py:262 | 搜索服务已启用
2026-07-14 11:15:32 | INFO     | src.core.pipeline | src/core/pipeline.py:2886 | ===== 开始分析 23 只股票 =====
2026-07-14 11:15:32 | INFO     | src.core.pipeline | src/core/pipeline.py:2887 | 股票列表: 688549, 688981, 002747, 688385, 300604, 688126, 000831, 603178, 600276, 601899, 002261, 688396, 600584, 600460, 300260, 600010, 302132, 002156, 000725, 002049, 300274, 002466, 300763
2026-07-14 11:15:32 | INFO     | src.core.pipeline | src/core/pipeline.py:2888 | 并发数: 6, 模式: 完整分析
2026-07-14 11:15:33 | INFO     | data_provider.tickflow_fetcher | data_provider/tickflow_fetcher.py:638 | [TickFlowFetcher] batch daily K-line is not available; fallback to single requests
2026-07-14 11:15:33 | INFO     | data_provider.tickflow_fetcher | data_provider/tickflow_fetcher.py:641 | [TickFlowFetcher] batch daily prefetch complete: cached=0 total=23 batches=1
2026-07-14 11:15:33 | INFO     | data_provider.base | data_provider/base.py:1568 | [预取] component=realtime_prefetch action=start stock_count=23 prefetch_source=tickflow first_code=688549
2026-07-14 11:15:33 | WARNING  | data_provider.tickflow_fetcher | data_provider/tickflow_fetcher.py:739 | [TickFlowFetcher] batch realtime quote failed: 标的数量超限: 23 (最大: 5)
